PLOT,EASTING,NORTHING,STRATUM,OLDPOOLNAME,POOL,YEAR
33007019,736752,4658501,BWC,13,13,2004
33007020,736909,4658198,BWC,13,13,2004
33007021,738206,4659750,BWC,13,13,2004
33007022,738312,4659449,BWC,13,13,2004
33007023,737005,4658902,BWC,13,13,2004
33007024,738651,4658800,BWC,13,13,2004
33007025,737357,4657192,BWC,13,13,2004
33007026,738260,4657050,BWC,13,13,2004
33007027,738506,4656798,BWC,13,13,2004
33007028,726958,4671049,BWC,13,13,2004
33007029,725758,4670751,BWC,13,13,2004
33007031,728064,4670051,BWC,13,13,2004
33007032,729560,4670007,BWC,13,13,2004
33007033,733310,4669547,BWC,13,13,2004
33007034,729906,4669493,BWC,13,13,2004
33007035,730057,4669402,BWC,13,13,2004
33007036,732856,4668597,BWC,13,13,2004
33007037,734212,4668347,BWC,13,13,2004
33007040,732705,4663249,BWC,13,13,2004
33007041,732507,4662805,BWC,13,13,2004
33007042,733261,4662351,BWC,13,13,2004
33007044,738457,4644400,IMP,13,13,2004
33007045,737560,4652499,IMP,13,13,2004
33007046,737506,4652449,IMP,13,13,2004
33007047,737458,4652204,IMP,13,13,2004
33007048,737703,4652003,IMP,13,13,2004
33007049,734311,4650945,IMP,13,13,2004
33007050,734854,4650650,IMP,13,13,2004
33007051,737357,4650396,IMP,13,13,2004
33007054,733866,4650094,IMP,13,13,2004
33007055,734559,4649933,IMP,13,13,2004
33007056,737601,4649942,IMP,13,13,2004
33007057,737112,4649905,IMP,13,13,2004
33007059,737457,4649799,IMP,13,13,2004
33007060,738011,4649699,IMP,13,13,2004
33007061,737263,4649646,IMP,13,13,2004
33007062,734259,4649605,IMP,13,13,2004
33007063,738105,4649596,IMP,13,13,2004
33007064,733564,4649554,IMP,13,13,2004
33007065,737509,4649552,IMP,13,13,2004
33007066,738311,4649544,IMP,13,13,2004
33007067,734057,4649509,IMP,13,13,2004
33007068,738608,4649501,IMP,13,13,2004
33007069,738401,4649399,IMP,13,13,2004
33007070,733809,4649354,IMP,13,13,2004
33007071,736860,4649296,IMP,13,13,2004
33007072,737510,4649252,IMP,13,13,2004
33007073,737500,4649152,IMP,13,13,2004
33007074,738657,4649101,IMP,13,13,2004
33007075,738255,4649039,IMP,13,13,2004
33007076,738104,4648994,IMP,13,13,2004
33007077,738553,4648947,IMP,13,13,2004
33007078,737662,4648709,IMP,13,13,2004
33007079,738307,4648642,IMP,13,13,2004
33007080,738359,4648648,IMP,13,13,2004
33007081,737265,4648553,IMP,13,13,2004
33007082,737553,4648501,IMP,13,13,2004
33007083,738105,4648495,IMP,13,13,2004
33007084,737007,4648446,IMP,13,13,2004
33007085,737613,4648453,IMP,13,13,2004
33007086,738162,4648393,IMP,13,13,2004
33007087,737310,4648302,IMP,13,13,2004
33007088,736715,4648001,IMP,13,13,2004
33007089,737063,4647995,IMP,13,13,2004
33007090,737166,4647947,IMP,13,13,2004
33007091,737504,4647601,IMP,13,13,2004
33007092,738108,4646298,IMP,13,13,2004
33007093,738002,4646205,IMP,13,13,2004
33007094,738010,4645346,IMP,13,13,2004
33007095,737958,4645202,IMP,13,13,2004
33007096,738109,4645000,IMP,13,13,2004
33007097,738410,4644405,IMP,13,13,2004
33007098,737860,4644149,IMP,13,13,2004
33007099,734113,4643950,IMP,13,13,2004
33007100,734160,4643945,IMP,13,13,2004
33007101,734102,4643851,IMP,13,13,2004
33007102,737608,4643548,IMP,13,13,2004
33007103,734263,4643498,IMP,13,13,2004
33007104,738110,4643451,IMP,13,13,2004
33007105,734358,4643396,IMP,13,13,2004
33007106,737759,4643405,IMP,13,13,2004
33007107,737260,4643299,IMP,13,13,2004
33007108,737207,4642855,IMP,13,13,2004
33007109,734409,4650948,IMP,13,13,2004
33007111,733660,4649205,IMP,13,13,2004
33007112,738806,4648842,IMP,13,13,2004
33007113,738312,4646755,IMP,13,13,2004
33007114,734063,4643098,IMP,13,13,2004
33007115,738260,4644655,IMP,13,13,2004
33007116,737956,4644553,IMP,13,13,2004
33007117,737808,4643999,IMP,13,13,2004
33007118,738164,4647935,IMP,13,13,2004
33007119,738052,4647893,IMP,13,13,2004
33007120,738164,4647797,IMP,13,13,2004
33007121,738052,4647641,IMP,13,13,2004
33007122,737849,4647001,IMP,13,13,2004
33007123,735811,4652894,IMP,13,13,2004
33007124,735811,4652789,IMP,13,13,2004
33007125,735907,4652398,IMP,13,13,2004
33007126,735607,4652203,IMP,13,13,2004
33007127,735911,4651950,IMP,13,13,2004
33007128,735662,4651746,IMP,13,13,2004
33007129,736162,4651603,IMP,13,13,2004
33007130,737563,4651506,IMP,13,13,2004
33007131,737657,4651207,IMP,13,13,2004
33007132,735557,4651150,IMP,13,13,2004
33007133,737909,4650956,IMP,13,13,2004
33007134,735852,4650789,IMP,13,13,2004
33007135,737010,4650781,IMP,13,13,2004
33007136,736507,4650753,IMP,13,13,2004
33007137,737606,4650645,IMP,13,13,2004
33007138,737213,4650551,IMP,13,13,2004
33007139,737808,4650552,IMP,13,13,2004
33007140,737104,4650499,IMP,13,13,2004
33007141,736853,4650398,IMP,13,13,2004
33007142,736906,4650399,IMP,13,13,2004
33007143,736512,4650353,IMP,13,13,2004
33007144,736607,4650348,IMP,13,13,2004
33007145,735162,4650303,IMP,13,13,2004
33007146,735459,4650254,IMP,13,13,2004
33007147,738155,4650212,IMP,13,13,2004
33007148,738157,4650145,IMP,13,13,2004
33007149,738204,4650154,IMP,13,13,2004
33007150,735160,4650052,IMP,13,13,2004
33007151,736756,4650054,IMP,13,13,2004
33007152,736607,4650004,IMP,13,13,2004
33007153,736953,4650000,IMP,13,13,2004
33007154,736014,4649948,IMP,13,13,2004
33007155,734858,4649903,IMP,13,13,2004
33007156,736204,4649801,IMP,13,13,2004
33007157,736508,4649749,IMP,13,13,2004
33007158,736813,4649606,IMP,13,13,2004
33007159,735112,4649545,IMP,13,13,2004
33007160,736706,4649544,IMP,13,13,2004
33007161,736561,4649501,IMP,13,13,2004
33007162,736407,4649454,IMP,13,13,2004
33007163,736603,4649305,IMP,13,13,2004
33007164,734708,4649199,IMP,13,13,2004
33007165,735965,4649202,IMP,13,13,2004
33007166,735757,4649057,IMP,13,13,2004
33007167,734562,4648899,IMP,13,13,2004
33007168,735910,4648758,IMP,13,13,2004
33007169,736361,4648754,IMP,13,13,2004
33007170,736512,4648755,IMP,13,13,2004
33007171,736315,4648552,IMP,13,13,2004
33007172,734508,4648401,IMP,13,13,2004
33007173,734210,4648298,IMP,13,13,2004
33007174,734261,4648251,IMP,13,13,2004
33007175,734506,4648247,IMP,13,13,2004
33007176,734101,4648206,IMP,13,13,2004
33007177,734806,4648203,IMP,13,13,2004
33007178,738100,4648183,IMP,13,13,2004
33007179,735299,4648158,IMP,13,13,2004
33007180,734356,4647953,IMP,13,13,2004
33007181,734758,4647949,IMP,13,13,2004
33007182,734404,4647899,IMP,13,13,2004
33007183,734603,4647901,IMP,13,13,2004
33007184,734809,4647856,IMP,13,13,2004
33007185,735404,4647801,IMP,13,13,2004
33007186,735400,4647750,IMP,13,13,2004
33007187,733906,4647599,IMP,13,13,2004
33007188,736257,4647588,IMP,13,13,2004
33007189,736610,4647494,IMP,13,13,2004
33007190,735906,4647452,IMP,13,13,2004
33007191,734008,4647403,IMP,13,13,2004
33007192,733912,4647253,IMP,13,13,2004
33007193,736057,4647196,IMP,13,13,2004
33007194,734053,4647137,IMP,13,13,2004
33007195,734809,4647149,IMP,13,13,2004
33007196,738064,4647148,IMP,13,13,2004
33007197,734159,4646854,IMP,13,13,2004
33007198,734855,4646794,IMP,13,13,2004
33007199,737257,4646799,IMP,13,13,2004
33007200,734856,4646744,IMP,13,13,2004
33007201,735107,4646700,IMP,13,13,2004
33007202,736007,4646701,IMP,13,13,2004
33007203,737062,4646704,IMP,13,13,2004
33007204,735002,4646645,IMP,13,13,2004
33007205,735203,4646645,IMP,13,13,2004
33007206,736312,4646646,IMP,13,13,2004
33007207,737706,4646655,IMP,13,13,2004
33007208,733706,4646602,IMP,13,13,2004
33007209,737355,4646604,IMP,13,13,2004
33007210,733860,4646552,IMP,13,13,2004
33007211,738001,4646545,IMP,13,13,2004
33007212,736909,4646447,IMP,13,13,2004
33007213,734509,4646390,IMP,13,13,2004
33007214,736057,4646400,IMP,13,13,2004
33007215,736603,4646404,IMP,13,13,2004
33007216,734206,4646349,IMP,13,13,2004
33007217,734959,4646351,IMP,13,13,2004
33007218,737306,4646354,IMP,13,13,2004
33007219,735560,4646300,IMP,13,13,2004
33007220,735465,4646250,IMP,13,13,2004
33007221,737614,4646197,IMP,13,13,2004
33007222,736905,4646144,IMP,13,13,2004
33007223,737359,4646105,IMP,13,13,2004
33007225,736412,4646003,IMP,13,13,2004
33007226,736410,4645947,IMP,13,13,2004
33007227,734057,4645901,IMP,13,13,2004
33007228,737163,4645901,IMP,13,13,2004
33007229,736802,4645846,IMP,13,13,2004
33007230,734058,4645801,IMP,13,13,2004
33007231,734055,4645700,IMP,13,13,2004
33007232,735562,4645552,IMP,13,13,2004
33007233,735059,4645503,IMP,13,13,2004
33007234,735612,4645407,IMP,13,13,2004
33007235,737057,4645357,IMP,13,13,2004
33007236,737255,4645348,IMP,13,13,2004
33007237,737811,4645348,IMP,13,13,2004
33007238,737602,4645249,IMP,13,13,2004
33007239,737159,4645101,IMP,13,13,2004
33007240,734057,4645046,IMP,13,13,2004
33007241,735656,4645002,IMP,13,13,2004
33007242,735607,4644952,IMP,13,13,2004
33007243,734857,4644903,IMP,13,13,2004
33007244,735261,4644698,IMP,13,13,2004
33007245,737155,4644698,IMP,13,13,2004
33007246,735509,4644647,IMP,13,13,2004
33007247,735707,4644650,IMP,13,13,2004
33007248,736959,4644553,IMP,13,13,2004
33007249,735212,4644497,IMP,13,13,2004
33007250,734007,4644449,IMP,13,13,2004
33007251,737104,4644453,IMP,13,13,2004
33007252,736810,4644402,IMP,13,13,2004
33007253,736907,4644405,IMP,13,13,2004
33007254,737256,4644402,IMP,13,13,2004
33007255,735204,4644346,IMP,13,13,2004
33007256,737207,4644349,IMP,13,13,2004
33007257,736906,4644298,IMP,13,13,2004
33007258,735706,4644243,IMP,13,13,2004
33007259,736558,4644201,IMP,13,13,2004
33007260,734007,4644098,IMP,13,13,2004
33007261,734706,4644099,IMP,13,13,2004
33007262,734157,4644047,IMP,13,13,2004
33007263,735561,4643896,IMP,13,13,2004
33007264,734757,4643848,IMP,13,13,2004
33007265,735962,4643847,IMP,13,13,2004
33007266,737461,4643799,IMP,13,13,2004
33007267,734859,4643700,IMP,13,13,2004
33007268,737453,4643653,IMP,13,13,2004
33007269,735104,4643601,IMP,13,13,2004
33007270,735610,4642998,IMP,13,13,2004
33007271,736454,4642898,IMP,13,13,2004
33007272,736860,4651449,IMP,13,13,2004
33007273,735759,4651250,IMP,13,13,2004
33007274,738161,4650900,IMP,13,13,2004
33007275,736607,4650852,IMP,13,13,2004
33007276,738158,4650848,IMP,13,13,2004
33007277,733658,4648150,IMP,13,13,2004
33007278,733558,4646849,IMP,13,13,2004
33007279,733708,4644950,IMP,13,13,2004
33007314,736856,4653352,MBC,13,13,2005
33007315,713478,4681000,MBC,13,13,2005
33007316,713764,4680100,MBC,13,13,2005
33007317,713712,4680053,MBC,13,13,2005
33007318,714463,4679343,MBC,13,13,2005
33007319,716519,4677007,MBC,13,13,2005
33007320,716521,4676911,MBC,13,13,2005
33007321,716466,4676805,MBC,13,13,2005
33007322,716572,4676794,MBC,13,13,2005
33007323,717071,4676702,MBC,13,13,2005
33007324,717465,4676449,MBC,13,13,2005
33007325,717364,4676349,MBC,13,13,2005
33007326,717811,4676148,MBC,13,13,2005
33007327,720019,4675547,MBC,13,13,2005
33007328,719717,4675501,MBC,13,13,2005
33007329,719761,4675452,MBC,13,13,2005
33007330,720223,4675449,MBC,13,13,2005
33007331,722763,4674597,MBC,13,13,2005
33007332,723064,4674393,MBC,13,13,2005
33007333,723173,4674405,MBC,13,13,2005
33007334,723169,4674253,MBC,13,13,2005
33007335,724315,4673607,MBC,13,13,2005
33007336,725016,4673292,MBC,13,13,2005
33007337,725015,4673205,MBC,13,13,2005
33007338,728610,4671954,MBC,13,13,2005
33007339,729070,4671603,MBC,13,13,2005
33007340,734774,4663201,MBC,13,13,2005
33007341,734660,4663005,MBC,13,13,2005
33007342,734621,4662696,MBC,13,13,2005
33007343,734722,4662696,MBC,13,13,2005
33007344,734066,4662354,MBC,13,13,2005
33007345,734416,4658445,MBC,13,13,2005
33007346,735622,4657748,MBC,13,13,2005
33007347,735909,4655603,MBC,13,13,2005
33007348,736873,4655054,MBC,13,13,2005
33007349,736658,4655004,MBC,13,13,2005
33007350,736918,4654850,MBC,13,13,2005
33007351,736856,4654545,MBC,13,13,2005
33007352,737020,4654500,MBC,13,13,2005
33007353,736909,4654447,MBC,13,13,2005
33007354,736522,4653802,MBC,13,13,2005
33007355,736458,4653706,MBC,13,13,2005
33007356,736505,4652807,MBC,13,13,2005
33007357,736454,4652600,MBC,13,13,2005
33007358,736554,4652256,MBC,13,13,2005
33007359,736550,4652208,MBC,13,13,2005
33007360,736448,4652155,MBC,13,13,2005
33007361,736156,4652057,MBC,13,13,2005
33007362,736354,4651950,MBC,13,13,2005
33007363,735601,4649545,MBC,13,13,2005
33007364,735453,4649346,MBC,13,13,2005
33007365,735158,4648660,MBC,13,13,2005
33007366,735211,4648548,MBC,13,13,2005
33007367,735459,4647051,MBC,13,13,2005
33007368,735560,4646993,MBC,13,13,2005
33007369,735753,4646747,MBC,13,13,2005
33007370,735965,4646155,MBC,13,13,2005
33007371,736049,4645852,MBC,13,13,2005
33007372,736306,4644898,MBC,13,13,2005
33007373,736408,4644501,MBC,13,13,2005
33007374,736513,4644495,MBC,13,13,2005
33007375,736109,4644203,MBC,13,13,2005
33007376,735911,4643598,MBC,13,13,2005
33007377,735803,4643101,MBC,13,13,2005
33007378,715963,4677298,MBC,13,13,2005
33007379,720065,4675356,MBC,13,13,2005
33007380,727867,4671945,MBC,13,13,2005
33007381,730211,4671005,MBC,13,13,2005
33007382,731267,4668853,MBC,13,13,2005
33007383,731418,4668306,MBC,13,13,2005
33007384,733968,4662153,MBC,13,13,2005
33007385,734772,4660154,MBC,13,13,2005
33007386,735465,4658258,MBC,13,13,2005
33007387,734469,4658105,MBC,13,13,2005
33007388,736419,4656153,MBC,13,13,2005
33007389,735922,4656056,MBC,13,13,2005
33007390,736567,4655806,MBC,13,13,2005
33007391,736858,4655201,MBC,13,13,2005
33007392,736360,4653048,MBC,13,13,2005
33007393,737206,4652902,MBC,13,13,2005
33007394,735704,4647151,SC,13,13,2005
33007395,734949,4650306,SC,13,13,2005
33007396,735806,4655551,SC,13,13,2005
33007397,736059,4655155,SC,13,13,2005
33007398,714714,4678602,SC,13,13,2005
33007399,715667,4678450,SC,13,13,2005
33007400,725711,4673397,SC,13,13,2005
33007401,727262,4673108,SC,13,13,2005
33007402,727416,4673008,SC,13,13,2005
33007403,730414,4671051,SC,13,13,2005
33007404,715415,4678906,SC,13,13,2005
33007405,714565,4678600,SC,13,13,2005
33007406,715164,4678007,SC,13,13,2005
33007407,717420,4676048,SC,13,13,2005
33007408,728913,4672304,SC,13,13,2005
33007409,729316,4671997,SC,13,13,2005
33007410,729612,4671546,SC,13,13,2005
33007411,730565,4671102,SC,13,13,2005
33007412,732069,4667057,SC,13,13,2005
33007413,734519,4657757,SC,13,13,2005
33007414,734769,4657309,SC,13,13,2005
33007415,734763,4657099,SC,13,13,2005
33007416,736658,4656546,SC,13,13,2005
33007417,718211,4676550,SC,13,13,2005
33007419,718967,4676295,SC,13,13,2005
33007420,721010,4674595,SC,13,13,2005
33007421,720917,4674547,SC,13,13,2005
33007422,732562,4668054,SC,13,13,2005
33007423,732316,4668004,SC,13,13,2005
33007424,732470,4667005,SC,13,13,2005
33007425,733619,4666102,SC,13,13,2005
33007426,733124,4665602,SC,13,13,2005
33007427,735171,4663656,SC,13,13,2005
33007428,734823,4660356,SC,13,13,2005
33007429,735318,4660297,SC,13,13,2005
33007430,734867,4659750,SC,13,13,2005
33007431,736272,4657753,SC,13,13,2005
33007432,737168,4657296,SC,13,13,2005
33007433,736667,4656755,SC,13,13,2005
33007434,737018,4656706,SC,13,13,2005
33007435,734970,4656053,SC,13,13,2005
33007436,735011,4655853,SC,13,13,2005
33007437,735062,4655242,SC,13,13,2005
33007438,733158,4668301,SC,13,13,2005
33007439,733714,4662256,SC,13,13,2005
33007440,735357,4653952,SC,13,13,2005
33007441,735765,4654952,SC,13,13,2005
33007442,735458,4655652,SC,13,13,2005
33007443,736172,4653853,SC,13,13,2005
33007444,737511,4653013,BWC,13,13,2005
33007445,735358,4651950,BWC,13,13,2005
33007446,733915,4665206,BWC,13,13,2005
33007447,734267,4664652,BWC,13,13,2005
33007448,735107,4652662,BWC,13,13,2005
33007449,739509,4647253,BWC,13,13,2005
33007450,739443,4646150,BWC,13,13,2005
33007451,738011,4655997,BWC,13,13,2005
33007452,736368,4659603,BWC,13,13,2005
33007453,736471,4659201,BWC,13,13,2005
33007455,732571,4664247,BWC,13,13,2005
33007456,733068,4669899,BWC,13,13,2005
33007457,733066,4669350,BWC,13,13,2005
33007458,732917,4664654,BWC,13,13,2005
33007459,739105,4645053,BWC,13,13,2005
33007460,738711,4644705,BWC,13,13,2005
33007461,719967,4676501,BWC,13,13,2005
33007462,720307,4676249,BWC,13,13,2005
33007463,720359,4676101,BWC,13,13,2005
33007464,720360,4676004,BWC,13,13,2005
33007466,718968,4677646,BWC,13,13,2005
33007467,735164,4662299,BWC,13,13,2005
33007468,735021,4661405,BWC,13,13,2005
33007469,735023,4661105,BWC,13,13,2005
33007470,733821,4660400,BWC,13,13,2005
33007471,736821,4656455,BWC,13,13,2005
33007472,737214,4655549,BWC,13,13,2005
33007473,737464,4655309,BWC,13,13,2005
33007474,737110,4655196,BWC,13,13,2005
33007475,735314,4654890,BWC,13,13,2005
33007476,737462,4654353,BWC,13,13,2005
33007477,735562,4653658,BWC,13,13,2005
33007478,735811,4653656,BWC,13,13,2005
33007479,737167,4660907,BWC,13,13,2005
33007480,736315,4660854,BWC,13,13,2005
33007481,735763,4660656,BWC,13,13,2005
33007482,736819,4660248,BWC,13,13,2005
33007483,736922,4660151,BWC,13,13,2005
33007484,737127,4660149,BWC,13,13,2005
33007485,736394,4660102,BWC,13,13,2005
33007486,737020,4660093,BWC,13,13,2005
33007487,736817,4659948,BWC,13,13,2005
33007488,736522,4659755,BWC,13,13,2005
33007489,736859,4659612,BWC,13,13,2005
33007490,736465,4658544,BWC,13,13,2005
33007491,736467,4658453,BWC,13,13,2005
33007492,735812,4658303,BWC,13,13,2005
33007493,736162,4658248,BWC,13,13,2005
33007494,736619,4658154,BWC,13,13,2005
33007495,736703,4658046,BWC,13,13,2005
33007496,735921,4657999,BWC,13,13,2005
33007497,737521,4659705,BWC,13,13,2005
33007498,738111,4659698,BWC,13,13,2005
33007499,737070,4659653,BWC,13,13,2005
33007500,737819,4659509,BWC,13,13,2005
33007501,736915,4659448,BWC,13,13,2005
33007503,738119,4659196,BWC,13,13,2005
33007504,738167,4659160,BWC,13,13,2005
33007505,738062,4658954,BWC,13,13,2005
33007506,737519,4658251,BWC,13,13,2005
33007507,738163,4658199,BWC,13,13,2005
33007508,737964,4658004,BWC,13,13,2005
33007509,737661,4656844,BWC,13,13,2005
33007510,738217,4656502,BWC,13,13,2005
33007511,737562,4656395,BWC,13,13,2005
33007512,726224,4670796,BWC,13,13,2005
33007513,726766,4670448,BWC,13,13,2005
33007514,726169,4670344,BWC,13,13,2005
33007515,726616,4670346,BWC,13,13,2005
33007516,727472,4670250,BWC,13,13,2005
33007517,729322,4670198,BWC,13,13,2005
33007518,727823,4670099,BWC,13,13,2005
33007519,732725,4668845,BWC,13,13,2005
33007520,733562,4668705,BWC,13,13,2005
33007521,733767,4668352,BWC,13,13,2005
33007522,734562,4667953,BWC,13,13,2005
33007523,732916,4663955,BWC,13,13,2005
33007524,732818,4663751,BWC,13,13,2005
33007525,732912,4662357,BWC,13,13,2005
33007526,715066,4681039,BWC,13,13,2005
33007527,714616,4680851,BWC,13,13,2005
33007528,716518,4678201,BWC,13,13,2005
33007529,728967,4669803,BWC,13,13,2005
33007530,730759,4668301,BWC,13,13,2005
33007531,730962,4668147,BWC,13,13,2005
33007532,735518,4656350,BWC,13,13,2005
33007533,733713,4663796,BWC,13,13,2005
33007534,715871,4679748,BWC,13,13,2005
33007535,715924,4679501,BWC,13,13,2005
33007536,716313,4679354,BWC,13,13,2005
33007538,717413,4677148,BWC,13,13,2005
33007539,719215,4677148,BWC,13,13,2005
33007540,719168,4676902,BWC,13,13,2005
33007541,719866,4676402,BWC,13,13,2005
33007542,719516,4676350,BWC,13,13,2005
33007543,724264,4674202,BWC,13,13,2005
33007544,733169,4666146,BWC,13,13,2005
33007545,735168,4662101,BWC,13,13,2005
33007546,734168,4660343,BWC,13,13,2005
33007547,734164,4659151,BWC,13,13,2005
33007548,737711,4655493,BWC,13,13,2005
33007549,735573,4654553,BWC,13,13,2005
33007550,735403,4652850,BWC,13,13,2005
33007551,736317,4660949,BWC,13,13,2005
33007552,738464,4658802,BWC,13,13,2005
33007553,727357,4670950,BWC,13,13,2005
33007554,729174,4670549,BWC,13,13,2005
33007555,729518,4670444,BWC,13,13,2005
33007556,726967,4670354,BWC,13,13,2005
33007557,729567,4669704,BWC,13,13,2005
33007558,730012,4669643,BWC,13,13,2005
33007559,730063,4669595,BWC,13,13,2005
33007560,732620,4663697,BWC,13,13,2005
33007561,733066,4663699,BWC,13,13,2005
33007562,732920,4663399,BWC,13,13,2005
33007563,733070,4662899,BWC,13,13,2005
33007564,734058,4650902,IMP,13,13,2005
33007565,734856,4650605,IMP,13,13,2005
33007566,733907,4650408,IMP,13,13,2005
33007567,734008,4650403,IMP,13,13,2005
33007568,737507,4650190,IMP,13,13,2005
33007569,737399,4650157,IMP,13,13,2005
33007571,737048,4649948,IMP,13,13,2005
33007572,733858,4649854,IMP,13,13,2005
33007573,734208,4649841,IMP,13,13,2005
33007574,737054,4649858,IMP,13,13,2005
33007575,737656,4649847,IMP,13,13,2005
33007576,737063,4649809,IMP,13,13,2005
33007577,733859,4649753,IMP,13,13,2005
33007578,738198,4649698,IMP,13,13,2005
33007579,736910,4649644,IMP,13,13,2005
33007580,736860,4649609,IMP,13,13,2005
33007581,737802,4649564,IMP,13,13,2005
33007582,738461,4649442,IMP,13,13,2005
33007583,738700,4649355,IMP,13,13,2005
33007584,734057,4649256,IMP,13,13,2005
33007585,738297,4649203,IMP,13,13,2005
33007586,734204,4649152,IMP,13,13,2005
33007587,737858,4649114,IMP,13,13,2005
33007588,737156,4649058,IMP,13,13,2005
33007589,737854,4649013,IMP,13,13,2005
33007590,734003,4648959,IMP,13,13,2005
33007591,736901,4648844,IMP,13,13,2005
33007592,737649,4648858,IMP,13,13,2005
33007593,738358,4648841,IMP,13,13,2005
33007594,736806,4648506,IMP,13,13,2005
33007595,737207,4648511,IMP,13,13,2005
33007596,737147,4648456,IMP,13,13,2005
33007597,737405,4648448,IMP,13,13,2005
33007598,737601,4648155,IMP,13,13,2005
33007599,736853,4648056,IMP,13,13,2005
33007600,737701,4648049,IMP,13,13,2005
33007601,736760,4647702,IMP,13,13,2005
33007602,737363,4646896,IMP,13,13,2005
33007603,738059,4645611,IMP,13,13,2005
33007604,738056,4645108,IMP,13,13,2005
33007605,738055,4644659,IMP,13,13,2005
33007606,737903,4644348,IMP,13,13,2005
33007607,733956,4643857,IMP,13,13,2005
33007608,734053,4643707,IMP,13,13,2005
33007609,738013,4643710,IMP,13,13,2005
33007610,738054,4643655,IMP,13,13,2005
33007611,737500,4643553,IMP,13,13,2005
33007612,734605,4643054,IMP,13,13,2005
33007613,734603,4642998,IMP,13,13,2005
33007614,734504,4642949,IMP,13,13,2005
33007615,734557,4642807,IMP,13,13,2005
33007616,738055,4645910,IMP,13,13,2005
33007617,738058,4644211,IMP,13,13,2005
33007618,738210,4643448,IMP,13,13,2005
33007619,737653,4643202,IMP,13,13,2005
33007620,738049,4647901,IMP,13,13,2005
33007621,737505,4645453,IMP,13,13,2005
33007622,736156,4652798,IMP,13,13,2005
33007623,736051,4651951,IMP,13,13,2005
33007624,737506,4651706,IMP,13,13,2005
33007625,736066,4651652,IMP,13,13,2005
33007626,737302,4651557,IMP,13,13,2005
33007627,737802,4650945,IMP,13,13,2005
33007628,738011,4650952,IMP,13,13,2005
33007629,737502,4650902,IMP,13,13,2005
33007630,737897,4650854,IMP,13,13,2005
33007631,736457,4650454,IMP,13,13,2005
33007632,737058,4650448,IMP,13,13,2005
33007633,736845,4650398,IMP,13,13,2005
33007634,738207,4650395,IMP,13,13,2005
33007635,736162,4650256,IMP,13,13,2005
33007636,737753,4650240,IMP,13,13,2005
33007637,735110,4650154,IMP,13,13,2005
33007638,736507,4650157,IMP,13,13,2005
33007639,736753,4650140,IMP,13,13,2005
33007640,734757,4649999,IMP,13,13,2005
33007641,734702,4649594,IMP,13,13,2005
33007642,734906,4649542,IMP,13,13,2005
33007643,736462,4649407,IMP,13,13,2005
33007644,736413,4649257,IMP,13,13,2005
33007645,735458,4649101,IMP,13,13,2005
33007646,735759,4649100,IMP,13,13,2005
33007647,735306,4648949,IMP,13,13,2005
33007648,736062,4648745,IMP,13,13,2005
33007649,736013,4648699,IMP,13,13,2005
33007650,734803,4648551,IMP,13,13,2005
33007651,735349,4648456,IMP,13,13,2005
33007652,736408,4648209,IMP,13,13,2005
33007653,736050,4648148,IMP,13,13,2005
33007654,734654,4648104,IMP,13,13,2005
33007655,736606,4648101,IMP,13,13,2005
33007656,738046,4648091,IMP,13,13,2005
33007657,734051,4648050,IMP,13,13,2005
33007658,736057,4647853,IMP,13,13,2005
33007659,734453,4647802,IMP,13,13,2005
33007660,736308,4647598,IMP,13,13,2005
33007661,736711,4647549,IMP,13,13,2005
33007662,738155,4647551,IMP,13,13,2005
33007663,735503,4647500,IMP,13,13,2005
33007664,734454,4647358,IMP,13,13,2005
33007665,735759,4647303,IMP,13,13,2005
33007666,734005,4647205,IMP,13,13,2005
33007667,734806,4647208,IMP,13,13,2005
33007668,734507,4647052,IMP,13,13,2005
33007669,737004,4647044,IMP,13,13,2005
33007670,734707,4646959,IMP,13,13,2005
33007671,735855,4646953,IMP,13,13,2005
33007672,734262,4646853,IMP,13,13,2005
33007673,735049,4646844,IMP,13,13,2005
33007674,734503,4646751,IMP,13,13,2005
33007675,736709,4646747,IMP,13,13,2005
33007676,734263,4646650,IMP,13,13,2005
33007677,736152,4646602,IMP,13,13,2005
33007678,737961,4646551,IMP,13,13,2005
33007679,737707,4646505,IMP,13,13,2005
33007680,734567,4646454,IMP,13,13,2005
33007681,735451,4646351,IMP,13,13,2005
33007682,733801,4646304,IMP,13,13,2005
33007683,733857,4646299,IMP,13,13,2005
33007684,736605,4646301,IMP,13,13,2005
33007685,735503,4646256,IMP,13,13,2005
33007686,736401,4646201,IMP,13,13,2005
33007687,737260,4646203,IMP,13,13,2005
33007688,736354,4646046,IMP,13,13,2005
33007689,734947,4645798,IMP,13,13,2005
33007690,736853,4645803,IMP,13,13,2005
33007691,734653,4645701,IMP,13,13,2005
33007692,737105,4645703,IMP,13,13,2005
33007693,737906,4645652,IMP,13,13,2005
33007694,735048,4645504,IMP,13,13,2005
33007695,735647,4645508,IMP,13,13,2005
33007696,736959,4645503,IMP,13,13,2005
33007697,734596,4645451,IMP,13,13,2005
33007698,736599,4645395,IMP,13,13,2005
33007699,734846,4645299,IMP,13,13,2005
33007700,733904,4645206,IMP,13,13,2005
33007701,737352,4645202,IMP,13,13,2005
33007702,733951,4645154,IMP,13,13,2005
33007703,735256,4645054,IMP,13,13,2005
