"","Row.names","PLOT","EASTING","NORTHING","AQUATICAREA","STRATUM","OLDPOOLNAME","POOL","YEAR","y"
"6840","20727",33010399,734556,4644694,"P13_CFL_198","IMP",13,"13",2011,"1"
"6841","20736",33010408,738356,4644300,"P13_CFL_200","IMP",13,"13",2011,"2"
"6842","20737",33010409,734411,4644309,"P13_CFL_198","IMP",13,"13",2011,"1"
"6843","20738",33010410,734710,4644306,"P13_CFL_198","IMP",13,"13",2011,"1"
"6844","20739",33010411,735110,4644202,"P13_CFL_198","IMP",13,"13",2011,"1"
"6845","20741",33010413,733852,4644156,"P13_CFL_198","IMP",13,"13",2011,"2"
"6846","20743",33010415,734308,4644003,"P13_CFL_198","IMP",13,"13",2011,"1"
"6847","20744",33010416,734409,4644015,"P13_CFL_198","IMP",13,"13",2011,"1"
"6848","20747",33010419,733898,4643897,"P13_CFL_198","IMP",13,"13",2011,"2"
"6849","20749",33010421,734613,4643908,"P13_CFL_198","IMP",13,"13",2011,"1"
"6850","20750",33010422,734862,4643707,"P13_CFL_198","IMP",13,"13",2011,"1"
"6851","20751",33010423,735348,4643645,"P13_CFL_198","IMP",13,"13",2011,"2"
"6852","20753",33010425,738059,4643593,"P13_CFL_200","IMP",13,"13",2011,"2"
"6853","20754",33010426,737453,4643348,"P13_CFL_200","IMP",13,"13",2011,"2"
"6854","20755",33010427,737857,4643259,"P13_CFL_200","IMP",13,"13",2011,"2"
"6855","20757",33010429,737458,4643193,"P13_CFL_200","IMP",13,"13",2011,"2"
"6856","20759",33010431,734413,4643146,"P13_CFL_198","IMP",13,"13",2011,"1"
"6857","20760",33010432,734357,4643097,"P13_CFL_198","IMP",13,"13",2011,"2"
"6858","20761",33010433,737605,4643002,"P13_CFL_200","IMP",13,"13",2011,"2"
"6859","20764",33010436,734961,4642655,"P13_CFL_198","IMP",13,"13",2011,"1"
"6860","20766",33010438,736408,4642660,"P13_CFL_200","IMP",13,"13",2011,"2"
"6861","20788",33010485,734905,4665452,"P13_USCB_23","MBC",13,"13",2012,"1"
"6862","208",31002167,579978,4916456,"P04_CFL_19","BWC",4,"L4",1998,"2"
"6863","20804",33010501,735853,4655798,"P13_SC_4","MBC",13,"13",2012,"2"
"6864","20807",33010504,736810,4655249,"P13_SCB_45","MBC",13,"13",2012,"1"
"6865","20812",33010509,736858,4654253,"P13_SCB_45","MBC",13,"13",2012,"2"
"6866","20819",33010516,736755,4652852,"P13_SCB_31","MBC",13,"13",2012,"2"
"6867","20821",33010518,736510,4652751,"P13_SCB_31","MBC",13,"13",2012,"2"
"6868","20822",33010519,736758,4652752,"P13_SCB_31","MBC",13,"13",2012,"2"
"6869","20823",33010520,736707,4652602,"P13_SCB_31","MBC",13,"13",2012,"2"
"6870","20824",33010521,736658,4652449,"P13_SCB_31","MBC",13,"13",2012,"2"
"6871","20825",33010522,736707,4652302,"P13_SCB_31","MBC",13,"13",2012,"2"
"6872","20828",33010525,736505,4652102,"P13_SCB_31","MBC",13,"13",2012,"2"
"6873","20829",33010526,736605,4652002,"P13_SCB_31","MBC",13,"13",2012,"2"
"6874","20830",33010527,736407,4651950,"P13_SCB_31","MBC",13,"13",2012,"2"
"6875","20836",33010533,735256,4649905,"P13_USCB_4","MBC",13,"13",2012,"2"
"6876","20840",33010537,735205,4648753,"P13_USCB_20","MBC",13,"13",2012,"2"
"6877","20841",33010538,735148,4648297,"P13_USCB_20","MBC",13,"13",2012,"2"
"6878","20842",33010539,735452,4647153,"P13_CFL_199","MBC",13,"13",2012,"1"
"6879","20870",33010567,733857,4663601,"P13_CFL_87","SC",13,"13",2012,"2"
"6880","20876",33010573,735356,4659312,"P13_TSC_33","SC",13,"13",2012,"2"
"6881","20880",33010577,736660,4657300,"P13_TSC_51","SC",13,"13",2012,"2"
"6882","20881",33010578,736660,4657243,"P13_TSC_51","SC",13,"13",2012,"2"
"6883","20883",33010580,734906,4656850,"P13_SC_4","SC",13,"13",2012,"2"
"6884","20886",33010583,735257,4656250,"P13_SC_4","SC",13,"13",2012,"1"
"6885","20887",33010584,735709,4656258,"P13_SC_3","SC",13,"13",2012,"2"
"6886","20909",33010606,719654,4676451,"P13_CFL_147","BWC",13,"13",2012,"2"
"6887","20911",33010608,726204,4670794,"P13_CFL_128","BWC",13,"13",2012,"2"
"6888","20912",33010609,727505,4670757,"P13_CFL_128","BWC",13,"13",2012,"2"
"6889","20913",33010610,726960,4670454,"P13_CFL_128","BWC",13,"13",2012,"2"
"6890","20914",33010611,727553,4670449,"P13_CFL_128","BWC",13,"13",2012,"2"
"6891","20915",33010612,726459,4670294,"P13_CFL_128","BWC",13,"13",2012,"2"
"6892","20916",33010613,727459,4670301,"P13_CFL_128","BWC",13,"13",2012,"2"
"6893","20917",33010614,727754,4670257,"P13_CFL_128","BWC",13,"13",2012,"2"
"6894","20918",33010616,729415,4670099,"P13_CFL_121","BWC",13,"13",2012,"2"
"6895","20919",33010617,729654,4670053,"P13_CFL_121","BWC",13,"13",2012,"2"
"6896","20920",33010619,726457,4669997,"P13_CFL_128","BWC",13,"13",2012,"2"
"6897","20921",33010620,729107,4670003,"P13_CFL_121","BWC",13,"13",2012,"2"
"6898","20924",33010623,726404,4669799,"P13_CFL_128","BWC",13,"13",2012,"2"
"6899","20925",33010625,733603,4669497,"P13_CFL_123","BWC",13,"13",2012,"2"
"6900","20926",33010626,733108,4669349,"P13_CFL_123","BWC",13,"13",2012,"2"
"6901","20934",33010634,734346,4668303,"P13_CFL_123","BWC",13,"13",2012,"2"
"6902","20935",33010635,734605,4668254,"P13_CFL_123","BWC",13,"13",2012,"2"
"6903","2094",31007376,583981,4911064,"P04_USCB_11","MBC",4,"L4",2005,"2"
"6904","20940",33010640,732811,4663853,"P13_CFL_97","BWC",13,"13",2012,"2"
"6905","20941",33010641,733162,4663455,"P13_CFL_97","BWC",13,"13",2012,"2"
"6906","20942",33010642,732860,4663397,"P13_CFL_97","BWC",13,"13",2012,"2"
"6907","20943",33010643,733010,4662907,"P13_CFL_97","BWC",13,"13",2012,"2"
"6908","20944",33010644,732512,4662650,"P13_CFL_97","BWC",13,"13",2012,"2"
"6909","20945",33010645,732608,4662599,"P13_CFL_97","BWC",13,"13",2012,"2"
"6910","20946",33010646,733406,4662550,"P13_CFL_86","BWC",13,"13",2012,"2"
"6911","20948",33010648,734954,4662345,"P13_CFL_82","BWC",13,"13",2012,"2"
"6912","20949",33010649,732851,4662307,"P13_CFL_97","BWC",13,"13",2012,"2"
"6913","2095",31007377,583380,4910703,"P04_SCB_21","MBC",4,"L4",2005,"2"
"6914","20950",33010650,732960,4662253,"P13_CFL_97","BWC",13,"13",2012,"2"
"6915","20951",33010651,733314,4662204,"P13_CFL_97","BWC",13,"13",2012,"2"
"6916","20952",33010652,734606,4662097,"P13_CFL_82","BWC",13,"13",2012,"2"
"6917","20953",33010653,734951,4661250,"P13_CFL_82","BWC",13,"13",2012,"2"
"6918","20954",33010654,736107,4661049,"P13_CFL_70","BWC",13,"13",2012,"2"
"6919","20955",33010655,736554,4660901,"P13_CFL_70","BWC",13,"13",2012,"2"
"6920","20956",33010656,736659,4660749,"P13_CFL_70","BWC",13,"13",2012,"2"
"6921","20957",33010657,735359,4660753,"P13_CFL_73","BWC",13,"13",2012,"2"
"6922","20958",33010658,736850,4660553,"P13_CFL_70","BWC",13,"13",2012,"2"
"6923","20960",33010660,736808,4660502,"P13_CFL_70","BWC",13,"13",2012,"2"
"6924","20961",33010661,735909,4660202,"P13_CFL_70","BWC",13,"13",2012,"2"
"6925","20962",33010662,736362,4659996,"P13_CFL_70","BWC",13,"13",2012,"2"
"6926","20965",33010665,736607,4659752,"P13_CFL_70","BWC",13,"13",2012,"2"
"6927","20966",33010666,737263,4659302,"P13_CFL_70","BWC",13,"13",2012,"2"
"6928","20967",33010667,734064,4659307,"P13_CFL_64","BWC",13,"13",2012,"2"
"6929","20968",33010668,736408,4658950,"P13_CFL_70","BWC",13,"13",2012,"2"
"6930","20969",33010669,737057,4658856,"P13_CFL_70","BWC",13,"13",2012,"2"
"6931","20971",33010671,737111,4658803,"P13_CFL_70","BWC",13,"13",2012,"2"
"6932","20972",33010672,738006,4658801,"P13_CFL_70","BWC",13,"13",2012,"2"
"6933","20973",33010673,737456,4658753,"P13_CFL_70","BWC",13,"13",2012,"2"
"6934","20974",33010674,737708,4658703,"P13_CFL_70","BWC",13,"13",2012,"2"
"6935","20975",33010675,735705,4658398,"P13_CFL_70","BWC",13,"13",2012,"2"
"6936","20976",33010676,737661,4658349,"P13_CFL_70","BWC",13,"13",2012,"2"
"6937","20977",33010677,737509,4658305,"P13_CFL_70","BWC",13,"13",2012,"2"
"6938","20978",33010678,737910,4658298,"P13_CFL_70","BWC",13,"13",2012,"2"
"6939","20979",33010679,738111,4658202,"P13_CFL_70","BWC",13,"13",2012,"2"
"6940","20980",33010680,738305,4658151,"P13_CFL_70","BWC",13,"13",2012,"2"
"6941","20981",33010681,736009,4657852,"P13_CFL_70","BWC",13,"13",2012,"2"
"6942","20984",33010684,737565,4657601,"P13_CFL_70","BWC",13,"13",2012,"2"
"6943","20985",33010685,737907,4657594,"P13_CFL_70","BWC",13,"13",2012,"2"
"6944","20986",33010686,738005,4657350,"P13_CFL_70","BWC",13,"13",2012,"2"
"6945","20987",33010687,737908,4656703,"P13_CFL_70","BWC",13,"13",2012,"2"
"6946","20988",33010688,737156,4656703,"P13_CFL_60","BWC",13,"13",2012,"2"
"6947","20989",33010689,735407,4656508,"P13_CFL_58","BWC",13,"13",2012,"2"
"6948","20990",33010690,738005,4656402,"P13_CFL_70","BWC",13,"13",2012,"2"
"6949","20991",33010691,735509,4656205,"P13_CFL_58","BWC",13,"13",2012,"2"
"6950","20992",33010692,737806,4656198,"P13_CFL_56","BWC",13,"13",2012,"2"
"6951","20993",33010693,737962,4655706,"P13_CFL_56","BWC",13,"13",2012,"2"
"6952","210",31002169,579628,4916312,"P04_CFL_19","BWC",4,"L4",1998,"2"
"6953","2100",31007382,585531,4909908,"P04_SCB_24","MBC",4,"L4",2005,"2"
"6954","21004",33010705,735110,4652147,"P13_CFL_20","BWC",13,"13",2012,"2"
"6955","21006",33010707,738756,4649650,"","BWC",13,"13",2012,"2"
"6956","21007",33010708,738857,4648599,"P13_CFL_3","BWC",13,"13",2012,"2"
"6957","21009",33010710,739105,4648150,"P13_CFL_3","BWC",13,"13",2012,"2"
"6958","21010",33010711,739405,4647051,"P13_CFL_3","BWC",13,"13",2012,"2"
"6959","21011",33010712,739014,4645603,"P13_CFL_3","BWC",13,"13",2012,"2"
"6960","21012",33010713,738805,4644751,"P13_CFL_3","BWC",13,"13",2012,"2"
"6961","21013",33010714,736013,4651995,"P13_CFL_14","IMP",13,"13",2012,"2"
"6962","21015",33010716,736157,4651798,"P13_CFL_14","IMP",13,"13",2012,"1"
"6963","21018",33010719,735355,4650852,"P13_CFL_9","IMP",13,"13",2012,"2"
"6964","21019",33010720,735556,4650855,"P13_CFL_9","IMP",13,"13",2012,"2"
"6965","21020",33010721,736707,4650848,"P13_CFL_10","IMP",13,"13",2012,"2"
"6966","21021",33010722,734854,4650646,"P13_CFL_6","IMP",13,"13",2012,"2"
"6967","21024",33010725,737303,4650598,"P13_CFL_200","IMP",13,"13",2012,"2"
"6968","21025",33010727,734853,4650501,"P13_CFL_6","IMP",13,"13",2012,"2"
"6969","21026",33010729,736306,4650395,"P13_CFL_200","IMP",13,"13",2012,"2"
"6970","21027",33010730,734057,4650350,"P13_CFL_6","IMP",13,"13",2012,"2"
"6971","21028",33010731,736309,4650351,"P13_CFL_200","IMP",13,"13",2012,"2"
"6972","21029",33010732,736356,4650352,"P13_CFL_200","IMP",13,"13",2012,"2"
"6973","21033",33010737,737306,4650000,"P13_CFL_200","IMP",13,"13",2012,"2"
"6974","21035",33010739,737806,4649949,"P13_CFL_200","IMP",13,"13",2012,"1"
"6975","21036",33010740,736113,4649944,"P13_CFL_200","IMP",13,"13",2012,"2"
"6976","21038",33010742,734209,4649854,"P13_CFL_6","IMP",13,"13",2012,"2"
"6977","21040",33010744,734004,4649749,"P13_CFL_6","IMP",13,"13",2012,"2"
"6978","21041",33010745,736058,4649752,"P13_CFL_200","IMP",13,"13",2012,"1"
"6979","21043",33010747,737205,4649695,"P13_CFL_200","IMP",13,"13",2012,"1"
"6980","21044",33010748,736164,4649705,"P13_CFL_200","IMP",13,"13",2012,"2"
"6981","21046",33010750,737456,4649596,"P13_CFL_200","IMP",13,"13",2012,"2"
"6982","21048",33010752,736509,4649550,"P13_CFL_200","IMP",13,"13",2012,"2"
"6983","21050",33010754,737408,4649496,"P13_CFL_200","IMP",13,"13",2012,"2"
"6984","21051",33010755,736159,4649499,"P13_CFL_200","IMP",13,"13",2012,"2"
"6985","21052",33010756,736708,4649498,"P13_CFL_200","IMP",13,"13",2012,"1"
"6986","21053",33010757,733809,4649451,"P13_CFL_6","IMP",13,"13",2012,"2"
"6987","21055",33010759,736207,4649452,"P13_CFL_200","IMP",13,"13",2012,"2"
"6988","21057",33010761,734357,4649250,"P13_CFL_6","IMP",13,"13",2012,"2"
"6989","21058",33010762,737207,4649257,"P13_CFL_200","IMP",13,"13",2012,"1"
"6990","21059",33010763,737555,4649098,"P13_CFL_200","IMP",13,"13",2012,"1"
"6991","21060",33010764,734506,4649049,"P13_CFL_6","IMP",13,"13",2012,"2"
"6992","21061",33010765,737161,4649000,"P13_CFL_200","IMP",13,"13",2012,"1"
"6993","21063",33010767,736356,4648998,"P13_CFL_200","IMP",13,"13",2012,"2"
"6994","21064",33010768,735401,4648948,"P13_CFL_199","IMP",13,"13",2012,"2"
"6995","21065",33010769,737961,4648900,"P13_CFL_200","IMP",13,"13",2012,"2"
"6996","21066",33010770,738754,4648898,"P13_CFL_200","IMP",13,"13",2012,"2"
"6997","21067",33010771,736560,4648898,"P13_CFL_200","IMP",13,"13",2012,"1"
"6998","21068",33010772,734105,4648802,"P13_CFL_6","IMP",13,"13",2012,"2"
"6999","21069",33010773,736709,4648804,"P13_CFL_200","IMP",13,"13",2012,"1"
"7000","21070",33010774,733907,4648801,"P13_CFL_6","IMP",13,"13",2012,"2"
"7001","21072",33010776,734157,4648699,"P13_CFL_6","IMP",13,"13",2012,"2"
"7002","21073",33010777,735404,4648702,"P13_CFL_199","IMP",13,"13",2012,"2"
"7003","21074",33010778,736550,4648696,"P13_CFL_200","IMP",13,"13",2012,"2"
"7004","21075",33010779,738059,4648643,"P13_CFL_200","IMP",13,"13",2012,"1"
"7005","21077",33010781,737706,4648601,"P13_CFL_200","IMP",13,"13",2012,"2"
"7006","21078",33010782,734510,4660602,"P13_SCB_46","IMP",13,"13",2012,"2"
"7007","21080",33010784,736604,4648555,"P13_CFL_200","IMP",13,"13",2012,"1"
"7008","21081",33010785,737506,4648354,"P13_CFL_200","IMP",13,"13",2012,"1"
"7009","21086",33010790,734510,4648001,"P13_CFL_198","IMP",13,"13",2012,"2"
"7010","21087",33010791,736303,4647896,"P13_CFL_200","IMP",13,"13",2012,"2"
"7011","21088",33010792,733757,4647846,"P13_CFL_198","IMP",13,"13",2012,"2"
"7012","21089",33010793,734065,4647853,"P13_CFL_198","IMP",13,"13",2012,"2"
"7013","21091",33010795,737809,4647798,"P13_CFL_200","IMP",13,"13",2012,"1"
"7014","21092",33010796,733608,4647800,"P13_CFL_198","IMP",13,"13",2012,"2"
"7015","21093",33010797,735506,4647751,"P13_CFL_199","IMP",13,"13",2012,"2"
"7016","21094",33010798,736299,4647751,"P13_CFL_200","IMP",13,"13",2012,"2"
"7017","21096",33010800,733613,4647653,"P13_CFL_198","IMP",13,"13",2012,"2"
"7018","21097",33010801,734062,4647549,"P13_CFL_198","IMP",13,"13",2012,"2"
"7019","21099",33010803,738254,4647502,"P13_CFL_200","IMP",13,"13",2012,"2"
"7020","21100",33010804,736757,4647402,"P13_CFL_200","IMP",13,"13",2012,"1"
"7021","21101",33010805,736306,4647349,"P13_CFL_200","IMP",13,"13",2012,"1"
"7022","21102",33010806,736255,4647153,"P13_CFL_200","IMP",13,"13",2012,"1"
"7023","21104",33010808,736949,4647003,"P13_CFL_200","IMP",13,"13",2012,"1"
"7024","21105",33010809,735904,4646855,"P13_CFL_200","IMP",13,"13",2012,"1"
"7025","21106",33010810,737656,4646598,"P13_CFL_200","IMP",13,"13",2012,"2"
"7026","21107",33010811,738257,4646557,"P13_CFL_200","IMP",13,"13",2012,"2"
"7027","21109",33010813,736456,4646549,"P13_CFL_200","IMP",13,"13",2012,"1"
"7028","21111",33010815,736459,4646500,"P13_CFL_200","IMP",13,"13",2012,"2"
"7029","21112",33010816,737598,4646448,"P13_CFL_200","IMP",13,"13",2012,"1"
"7030","21113",33010817,738105,4646303,"P13_CFL_200","IMP",13,"13",2012,"2"
"7031","21116",33010820,738209,4646250,"P13_CFL_200","IMP",13,"13",2012,"2"
"7032","21117",33010821,733664,4646203,"P13_CFL_198","IMP",13,"13",2012,"2"
"7033","21118",33010822,736954,4646151,"P13_CFL_200","IMP",13,"13",2012,"1"
"7034","21124",33010828,738054,4645806,"P13_CFL_200","IMP",13,"13",2012,"2"
"7035","21129",33010833,734257,4645407,"P13_CFL_198","IMP",13,"13",2012,"2"
"7036","21130",33010834,737203,4645355,"P13_CFL_200","IMP",13,"13",2012,"1"
"7037","21132",33010836,734759,4645201,"P13_CFL_198","IMP",13,"13",2012,"1"
"7038","21133",33010837,737008,4645156,"P13_CFL_200","IMP",13,"13",2012,"1"
"7039","21134",33010838,735502,4645048,"P13_CFL_198","IMP",13,"13",2012,"2"
"7040","21137",33010841,735110,4644747,"P13_CFL_198","IMP",13,"13",2012,"1"
"7041","21138",33010842,737653,4644753,"P13_CFL_200","IMP",13,"13",2012,"1"
"7042","21139",33010843,736956,4644704,"P13_CFL_200","IMP",13,"13",2012,"1"
"7043","21140",33010844,738408,4644703,"P13_CFL_200","IMP",13,"13",2012,"2"
"7044","21142",33010846,734357,4644500,"P13_CFL_198","IMP",13,"13",2012,"2"
"7045","21144",33010848,738360,4644402,"P13_CFL_200","IMP",13,"13",2012,"2"
"7046","21145",33010849,735256,4644399,"P13_CFL_198","IMP",13,"13",2012,"1"
"7047","21146",33010850,736902,4644404,"P13_CFL_200","IMP",13,"13",2012,"1"
"7048","21147",33010851,738257,4644351,"P13_CFL_200","IMP",13,"13",2012,"2"
"7049","21149",33010853,737454,4644352,"P13_CFL_200","IMP",13,"13",2012,"1"
"7050","21152",33010856,733910,4644201,"P13_CFL_198","IMP",13,"13",2012,"2"
"7051","21154",33010858,734759,4644103,"P13_CFL_198","IMP",13,"13",2012,"1"
"7052","21155",33010859,737658,4644047,"P13_CFL_200","IMP",13,"13",2012,"2"
"7053","21156",33010860,734761,4644001,"P13_CFL_198","IMP",13,"13",2012,"1"
"7054","21157",33010861,737757,4643857,"P13_CFL_200","IMP",13,"13",2012,"2"
"7055","21158",33010862,734356,4643847,"P13_CFL_198","IMP",13,"13",2012,"1"
"7056","21159",33010863,735009,4643803,"P13_CFL_198","IMP",13,"13",2012,"1"
"7057","21161",33010865,733956,4643701,"P13_CFL_198","IMP",13,"13",2012,"2"
"7058","21162",33010866,735311,4643702,"P13_CFL_198","IMP",13,"13",2012,"1"
"7059","21164",33010868,734554,4643653,"P13_CFL_198","IMP",13,"13",2012,"2"
"7060","21166",33010870,738101,4643599,"P13_CFL_200","IMP",13,"13",2012,"2"
"7061","21168",33010872,734957,4643554,"P13_CFL_198","IMP",13,"13",2012,"1"
"7062","21169",33010873,736909,4643551,"P13_CFL_200","IMP",13,"13",2012,"2"
"7063","21170",33010874,737258,4643496,"P13_CFL_200","IMP",13,"13",2012,"2"
"7064","21171",33010875,737409,4643449,"P13_CFL_200","IMP",13,"13",2012,"2"
"7065","21173",33010877,737861,4643359,"P13_CFL_200","IMP",13,"13",2012,"2"
"7066","21174",33010878,736702,4643345,"P13_CFL_200","IMP",13,"13",2012,"1"
"7067","21177",33010881,737406,4643203,"P13_CFL_200","IMP",13,"13",2012,"2"
"7068","21180",33010884,737211,4643103,"P13_CFL_200","IMP",13,"13",2012,"2"
"7069","21181",33010885,737553,4642904,"P13_CFL_200","IMP",13,"13",2012,"2"
"7070","21182",33010886,736556,4642897,"P13_CFL_200","IMP",13,"13",2012,"2"
"7071","21183",33010887,736612,4642798,"P13_CFL_200","IMP",13,"13",2012,"2"
"7072","21220",33010955,735908,4656321,"P13_USCB_5","MBC",13,"13",2013,"1"
"7073","21226",33010963,736849,4654369,"P13_SCB_45","MBC",13,"13",2013,"2"
"7074","21237",33010974,736404,4652077,"P13_SCB_31","MBC",13,"13",2013,"1"
"7075","21243",33010980,735257,4649167,"P13_USCB_20","MBC",13,"13",2013,"1"
"7076","21244",33010981,735157,4648772,"P13_USCB_20","MBC",13,"13",2013,"2"
"7077","2126",31007455,534080,4939404,"","BWC",4,"U4",2005,"2"
"7078","21269",33011022,734310,4658971,"P13_USCB_7","SC",13,"13",2013,"2"
"7079","21271",33011025,735362,4657366,"P13_SCB_32","SC",13,"13",2013,"2"
"7080","21273",33011028,736664,4657121,"P13_TSC_51","SC",13,"13",2013,"2"
"7081","21275",33011031,735303,4656421,"P13_CFL_58","SC",13,"13",2013,"1"
"7082","21277",33011035,735457,4655866,"P13_TSC_27","SC",13,"13",2013,"2"
"7083","21293",33011061,726412,4670922,"P13_CFL_128","BWC",13,"13",2013,"2"
"7084","21294",33011062,726203,4670867,"P13_CFL_128","BWC",13,"13",2013,"2"
"7085","21295",33011064,725705,4670513,"P13_CFL_128","BWC",13,"13",2013,"2"
"7086","21296",33011065,729508,4670369,"P13_CFL_121","BWC",13,"13",2013,"2"
"7087","21297",33011066,727556,4670313,"P13_CFL_128","BWC",13,"13",2013,"2"
"7088","21298",33011067,726204,4670273,"P13_CFL_128","BWC",13,"13",2013,"2"
"7089","21299",33011068,726253,4670270,"P13_CFL_128","BWC",13,"13",2013,"2"
"7090","213",31002172,580223,4916166,"P04_CFL_19","BWC",4,"L4",1998,"2"
"7091","2130",31007459,536178,4935908,"P04_CFL_274","BWC",4,"U4",2005,"2"
"7092","21301",33011073,733303,4669813,"P13_CFL_123","BWC",13,"13",2013,"2"
"7093","21302",33011074,733408,4669773,"P13_CFL_123","BWC",13,"13",2013,"2"
"7094","21303",33011075,730108,4669769,"P13_CFL_121","BWC",13,"13",2013,"2"
"7095","21304",33011076,733610,4669567,"P13_CFL_123","BWC",13,"13",2013,"2"
"7096","21305",33011077,732002,4669415,"P13_CFL_123","BWC",13,"13",2013,"2"
"7097","21306",33011078,733257,4669415,"P13_CFL_123","BWC",13,"13",2013,"2"
"7098","21307",33011080,733712,4669359,"P13_CFL_123","BWC",13,"13",2013,"2"
"7099","21308",33011081,733660,4669313,"P13_CFL_123","BWC",13,"13",2013,"2"
"7100","21309",33011082,733657,4669265,"P13_CFL_123","BWC",13,"13",2013,"2"
"7101","2131",31007460,536285,4935906,"P04_CFL_274","BWC",4,"U4",2005,"2"
"7102","21310",33011083,733412,4669217,"P13_CFL_123","BWC",13,"13",2013,"2"
"7103","21312",33011085,734155,4668722,"P13_CFL_123","BWC",13,"13",2013,"2"
"7104","21314",33011087,733406,4668566,"P13_CFL_123","BWC",13,"13",2013,"2"
"7105","21315",33011088,733802,4668365,"P13_CFL_123","BWC",13,"13",2013,"2"
"7106","21317",33011092,732405,4664611,"P13_TSC_48","BWC",13,"13",2013,"2"
"7107","21318",33011093,733811,4664571,"P13_TSC_36","BWC",13,"13",2013,"2"
"7108","2132",31007461,536383,4935902,"P04_CFL_274","BWC",4,"U4",2005,"2"
"7109","21321",33011096,732558,4663119,"P13_CFL_97","BWC",13,"13",2013,"2"
"7110","21322",33011097,735100,4662519,"P13_CFL_82","BWC",13,"13",2013,"2"
"7111","21323",33011098,735008,4661663,"P13_CFL_82","BWC",13,"13",2013,"2"
"7112","21324",33011100,734957,4661412,"P13_CFL_82","BWC",13,"13",2013,"2"
"7113","21326",33011103,737259,4660817,"P13_CFL_70","BWC",13,"13",2013,"2"
"7114","21328",33011105,736558,4660368,"P13_CFL_70","BWC",13,"13",2013,"2"
"7115","21329",33011106,736357,4660316,"P13_CFL_70","BWC",13,"13",2013,"2"
"7116","2133",31007462,536383,4935857,"P04_CFL_274","BWC",4,"U4",2005,"2"
"7117","21330",33011107,736004,4660164,"P13_CFL_70","BWC",13,"13",2013,"2"
"7118","21331",33011108,737108,4660070,"P13_CFL_70","BWC",13,"13",2013,"2"
"7119","21332",33011109,736959,4659970,"P13_CFL_70","BWC",13,"13",2013,"2"
"7120","21333",33011110,733705,4659920,"P13_CFL_69","BWC",13,"13",2013,"2"
"7121","21334",33011111,735802,4659926,"P13_CFL_70","BWC",13,"13",2013,"2"
"7122","21335",33011112,733607,4659868,"P13_CFL_69","BWC",13,"13",2013,"2"
"7123","21336",33011113,737356,4659816,"P13_CFL_70","BWC",13,"13",2013,"2"
"7124","21337",33011114,737861,4659663,"P13_CFL_70","BWC",13,"13",2013,"2"
"7125","21338",33011115,736604,4659515,"P13_CFL_70","BWC",13,"13",2013,"2"
"7126","21339",33011116,736555,4659370,"P13_CFL_70","BWC",13,"13",2013,"2"
"7127","2134",31007463,536176,4935760,"P04_CFL_274","BWC",4,"U4",2005,"2"
"7128","21340",33011117,736458,4659119,"P13_CFL_70","BWC",13,"13",2013,"2"
"7129","21341",33011118,736250,4658917,"P13_CFL_70","BWC",13,"13",2013,"2"
"7130","21342",33011119,737559,4658916,"P13_CFL_70","BWC",13,"13",2013,"2"
"7131","21343",33011122,736209,4658765,"P13_CFL_70","BWC",13,"13",2013,"2"
"7132","21344",33011123,736355,4658666,"P13_CFL_70","BWC",13,"13",2013,"2"
"7133","21345",33011124,738263,4658466,"P13_CFL_70","BWC",13,"13",2013,"2"
"7134","21346",33011125,736655,4658367,"P13_CFL_70","BWC",13,"13",2013,"2"
"7135","21347",33011126,736263,4658270,"P13_CFL_70","BWC",13,"13",2013,"2"
"7136","21348",33011127,736359,4658218,"P13_CFL_70","BWC",13,"13",2013,"2"
"7137","21349",33011128,736111,4658169,"P13_CFL_70","BWC",13,"13",2013,"2"
"7138","2135",31007464,536229,4935762,"P04_CFL_274","BWC",4,"U4",2005,"2"
"7139","21350",33011129,736855,4658119,"P13_CFL_70","BWC",13,"13",2013,"2"
"7140","21351",33011130,737912,4658119,"P13_CFL_70","BWC",13,"13",2013,"2"
"7141","21352",33011131,737715,4658069,"P13_CFL_70","BWC",13,"13",2013,"2"
"7142","21353",33011132,737859,4657669,"P13_CFL_70","BWC",13,"13",2013,"2"
"7143","21354",33011133,737507,4657568,"P13_CFL_70","BWC",13,"13",2013,"2"
"7144","21355",33011134,737956,4657424,"P13_CFL_70","BWC",13,"13",2013,"2"
"7145","21356",33011135,738008,4657418,"P13_CFL_70","BWC",13,"13",2013,"2"
"7146","21357",33011136,737710,4657369,"P13_CFL_70","BWC",13,"13",2013,"2"
"7147","21358",33011137,737909,4657375,"P13_CFL_70","BWC",13,"13",2013,"2"
"7148","21359",33011138,738412,4657318,"","BWC",13,"13",2013,"2"
"7149","2136",31007465,536231,4935663,"P04_CFL_274","BWC",4,"U4",2005,"2"
"7150","21360",33011139,738106,4657159,"P13_CFL_70","BWC",13,"13",2013,"2"
"7151","21361",33011140,737811,4656665,"P13_CFL_70","BWC",13,"13",2013,"2"
"7152","21362",33011141,738059,4656212,"P13_CFL_56","BWC",13,"13",2013,"2"
"7153","21363",33011143,736807,4656215,"P13_SC_2","BWC",13,"13",2013,"2"
"7154","21364",33011144,737905,4655812,"P13_CFL_56","BWC",13,"13",2013,"2"
"7155","21365",33011145,737906,4655669,"P13_CFL_56","BWC",13,"13",2013,"2"
"7156","21367",33011147,737007,4655268,"P13_CFL_55","BWC",13,"13",2013,"2"
